Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",description
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,05-05-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,05-12-2021,W1K6G7GB1MA002478,No,Yes,Driver,freeway,Driver pressed the brake pedal because the vehicle was driving faster than driver expected. Vehicle passing through an active contruction zone No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/13/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/13/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/13/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/17/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/17/2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/17/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/20/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/25/2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/25/2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/25/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,5/27/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,06-07-2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,06-07-2021,WDD2221591A470147,No,Yes,AV System,street,"A middlware component was offline, leading to the system disengagement. The system asked the operator to take control of the vehicle."
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,06-07-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,06-10-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,6/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,6/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,6/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,6/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,6/24/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,6/24/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,6/25/2021,W1K6G7GBXMA000924,No,Yes,Driver,freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,07-01-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,07-01-2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/15/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/15/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/15/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/15/2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/15/2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/15/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle. An issue with motion control system caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/20/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/20/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/20/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/20/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/20/2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,7/29/2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-05-2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-12-2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,08-12-2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/16/2021,W1K6G7GB3MA002465,No,Yes,Driver,freeway,Driver pressed the brake pedal because the vehicle was driving faster than driver expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/19/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/19/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/19/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/19/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/19/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/19/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/19/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/23/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/23/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/24/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/25/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/25/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/25/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/25/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/26/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/26/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/26/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/26/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/26/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/26/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/26/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/27/2021,WDD2221591A470500,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/27/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/27/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/27/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,8/31/2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,09-01-2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,09-01-2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,09-01-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,09-01-2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,09-01-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,09-01-2021,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/16/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/16/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/16/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/16/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/16/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/23/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/23/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/23/2021,WDD2221591A470147,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/23/2021,WDD2221591A470147,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/23/2021,WDD2221591A470147,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,9/27/2021,W1K6G7GB1MA002478,No,Yes,Driver,freeway,Driver performed steering maneuver because the vehicle didn’t drive on the expected path. Vehicle passing through an active contruction zone No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.
